Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Owner,Seller Type,Engine,Drivetrain,Seating Capacity,Fuel Tank Capacity
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],8677.25,2018,57847,Petrol,Manual,Bangalore,First,Individual,1197.0,FWD,5.0,43.0
Maruti Suzuki,Swift DZire VXI,7167.5,2016,74000,Petrol,Manual,Ranchi,First,Individual,1197.0,FWD,5.0,42.0
Nissan,Terrano XL D Plus,6862.5,2014,85000,Diesel,Manual,Hyderabad,Second,Individual,1461.0,FWD,5.0,50.0
Renault,Kwid 1.0 RXT [2016-2019],4559.75,2016,26000,Petrol,Manual,Mumbai,First,Individual,999.0,FWD,5.0,28.0
Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],28593.75,2020,18000,Petrol,Automatic,Mumbai,First,Individual,1353.0,FWD,5.0,50.0
Toyota,Glanza G CVT,12047.5,2019,25000,Petrol,Automatic,Delhi,First,Individual,1197.0,FWD,5.0,37.0
Hyundai,Creta 1.6 SX Plus AT Petrol,16698.75,2017,39000,Petrol,Automatic,Hyderabad,Second,Individual,1591.0,FWD,5.0,60.0
Volkswagen,Polo GT TSI,8006.25,2015,80852,Petrol,Automatic,Faridabad,Second,Individual,1198.0,FWD,5.0,45.0
Maruti Suzuki,Alto VXi,4117.5,2014,54420,Petrol,Manual,Jamshedpur,First,Individual,998.0,FWD,5.0,35.0
Toyota,Corolla Altis G AT Petrol,13648.73475,2015,39780,Petrol,Automatic,Mumbai,First,Individual,1798.0,FWD,5.0,55.0
Hyundai,i10 Sportz 1.2 AT Kappa2,5108.75,2013,78301,Petrol,Automatic,Pune,Second,Individual,1197.0,FWD,5.0,35.0
Hyundai,i10 Sportz 1.2,3355.0,2009,126535,Petrol,Manual,Hyderabad,First,Individual,1197.0,FWD,5.0,35.0
Hyundai,Creta 1.6 SX Plus AT Petrol,14640.0,2016,37079,Petrol,Automatic,Thane,First,Individual,1591.0,FWD,5.0,60.0
Audi,Q3 2.0 TDI quattro Premium Plus,19825.0,2014,51000,Diesel,Automatic,Raipur,Second,Individual,1968.0,AWD,5.0,64.0
Volkswagen,Polo Comfortline 1.2L (P),5718.75,2013,39000,Petrol,Manual,Delhi,First,Individual,1198.0,FWD,5.0,45.0
Jaguar,XE Prestige Diesel,50309.75,2017,29999,Diesel,Automatic,Bangalore,First,Individual,1999.0,RWD,5.0,56.0
Audi,Q3 35 TDI Premium + Sunroof,27434.73475,2016,84700,Diesel,Automatic,Karnal,First,Individual,1968.0,AWD,5.0,64.0
Hyundai,Verna Fluidic 1.6 VTVT SX Opt,8311.25,2014,56000,Petrol,Manual,Noida,First,Individual,1591.0,FWD,5.0,43.0
Hyundai,Venue SX 1.0 Turbo iMT,16546.25,2022,3383,Petrol,Manual,Mumbai,First,Individual,998.0,FWD,5.0,45.0
Maruti Suzuki,Vitara Brezza VDi,11056.25,2018,42000,Diesel,Manual,Lucknow,First,Individual,1248.0,FWD,5.0,48.0
BMW,X3 xDrive20d,16622.5,2012,65000,Diesel,Automatic,Delhi,Second,Individual,1995.0,AWD,5.0,67.0
Honda,WR-V VX MT Petrol,13725.0,2019,17000,Petrol,Manual,Ahmedabad,First,Individual,1199.0,FWD,5.0,40.0
BMW,5-Series 520d Luxury Line [2017-2019],51850.0,2016,38000,Diesel,Automatic,Coimbatore,Second,Individual,1995.0,RWD,5.0,65.0
Honda,Amaze 1.5 S i-DTEC,4498.75,2014,62500,Diesel,Manual,Varanasi,First,Individual,1498.0,FWD,5.0,35.0
Tata,Harrier XZA Plus Dual Tone,34327.75,2021,30229,Diesel,Automatic,Mumbai,First,Individual,1956.0,FWD,5.0,50.0
Maruti Suzuki,Wagon R LXI CNG (O),6557.5,2016,26600,CNG,Manual,Pune,First,Individual,998.0,FWD,5.0,35.0
Maruti Suzuki,Ciaz Delta 1.3 Hybrid,9150.0,2017,86000,Diesel,Manual,Yamunanagar,Second,Individual,1248.0,FWD,5.0,43.0
Hyundai,Tucson GL 2WD AT Petrol,24323.75,2017,86000,Petrol,Automatic,Bangalore,First,Individual,1999.0,FWD,5.0,62.0
Hyundai,i20 Sportz 1.2,5718.75,2013,29135,Petrol,Manual,Panchkula,First,Individual,1197.0,FWD,5.0,45.0
Volvo,V40 D3 Kinetic,18300.0,2015,50965,Diesel,Automatic,Kolkata,First,Corporate,1984.0,FWD,5.0,60.0
Mercedes-Benz,C-Class C 200 Avantgarde,40793.75,2016,28000,Petrol,Automatic,Gurgaon,First,Individual,1991.0,RWD,5.0,66.0
Honda,Jazz V AT Petrol,8311.25,2015,42000,Petrol,Automatic,Delhi,First,Individual,1199.0,FWD,5.0,40.0
Honda,Jazz S,2973.75,2010,32000,Petrol,Manual,Gurgaon,First,Individual,1198.0,FWD,5.0,42.0
Land Rover,Evoque HSE Dynamic,38109.75,2015,50623,Diesel,Automatic,Kolkata,Second,Individual,2179.0,AWD,5.0,57.0
Hyundai,Venue SX 1.5 CRDi,16729.25,2022,1700,Diesel,Manual,Mumbai,First,Individual,1493.0,FWD,5.0,45.0
Volkswagen,Polo GT TSI,16698.75,2020,43260,Petrol,Automatic,Bangalore,First,Individual,1197.0,FWD,5.0,45.0
Maruti Suzuki,Wagon R LXI CNG,4956.25,2015,67738,CNG,Manual,Delhi,Second,Individual,998.0,FWD,5.0,35.0
Maruti Suzuki,Swift VXi,11361.25,2021,14722,Petrol,Manual,Bangalore,First,Individual,1197.0,FWD,5.0,37.0
Jeep,Compass Limited (O) 1.4 Petrol AT [2017-2020],19062.5,2017,60200,Petrol,Automatic,Thane,First,Corporate,1368.0,FWD,5.0,60.0
Honda,WR-V S MT Petrol,9531.25,2017,23798,Petrol,Manual,Ahmedabad,First,Individual,1199.0,FWD,5.0,40.0
Honda,City 1.5 S MT,3812.5,2011,55000,Petrol,Manual,Kolkata,First,Individual,1497.0,FWD,5.0,42.0
Volkswagen,Vento TSI,9912.5,2017,51000,Petrol,Automatic,Rohtak,First,Individual,1197.0,FWD,5.0,55.0
Honda,Brio S MT,4727.5,2014,49000,Petrol,Manual,Delhi,Second,Individual,1198.0,FWD,5.0,35.0
Renault,Duster RXL Petrol,9150.0,2017,48000,Petrol,Manual,Mumbai,First,Individual,1498.0,FWD,5.0,50.0
BMW,5-Series 520d Sedan,21350.0,2013,121000,Diesel,Automatic,Kanpur,First,Individual,1995.0,RWD,5.0,50.0
Ford,Fiesta Style Diesel [2011-2014],4498.75,2013,74000,Diesel,Manual,Hyderabad,First,Individual,1498.0,FWD,5.0,43.0
Kia,Seltos GTX Plus AT 1.4 [2019-2020],24781.25,2021,16000,Petrol,Automatic,Kolkata,First,Individual,1353.0,FWD,5.0,50.0
Ford,Ecosport Trend 1.5 TDCi,7320.0,2014,115000,Diesel,Manual,Pune,First,Individual,1498.0,FWD,5.0,52.0
Hyundai,Grand i10 NIOS Magna 1.2 Kappa VTVT,8997.5,2020,74000,Petrol,Manual,Ahmedabad,First,Individual,1197.0,FWD,5.0,37.0
Hyundai,Elite i20 Sportz 1.4,8555.25,2015,61000,Diesel,Manual,Ahmedabad,First,Individual,1396.0,FWD,5.0,45.0
Toyota,Corolla Altis 1.8 G,11056.25,2014,104814,Petrol,Manual,Mumbai,First,Individual,1798.0,FWD,5.0,55.0
Hyundai,Elantra 1.8 SX MT,9836.25,2013,17000,Petrol,Manual,Pune,First,Individual,1797.0,FWD,5.0,56.0
Audi,Q3 35 TDI Premium + Sunroof,25848.75,2015,60000,Diesel,Automatic,Delhi,Second,Individual,1968.0,AWD,5.0,64.0
Maruti Suzuki,Swift Lxi (O) [2014-2017],6862.5,2016,45000,Petrol,Manual,Delhi,First,Individual,1197.0,FWD,5.0,42.0
Maruti Suzuki,Swift VXi [2014-2017],8006.25,2016,64928,Petrol,Manual,Mumbai,First,Individual,1197.0,FWD,5.0,42.0
Maruti Suzuki,DZire VDi,8997.5,2018,68500,Diesel,Manual,Varanasi,First,Individual,1248.0,FWD,5.0,37.0
BMW,5-Series 520d M Sport,50325.0,2017,41296,Diesel,Automatic,Mumbai,First,Individual,1995.0,RWD,5.0,65.0
Honda,Amaze 1.5 SX i-DTEC,5871.25,2013,72567,Diesel,Manual,Samastipur,First,Individual,1498.0,FWD,5.0,35.0
Maruti Suzuki,Wagon R VXI+,8158.75,2020,4295,Petrol,Manual,Samastipur,First,Individual,998.0,FWD,5.0,35.0
Maruti Suzuki,Vitara Brezza ZDi Plus,13343.75,2018,82000,Diesel,Manual,Ahmedabad,First,Individual,1248.0,FWD,5.0,48.0
Maruti Suzuki,Swift DZire LXi,4498.75,2010,33000,Petrol,Manual,Mumbai,First,Individual,1298.0,FWD,5.0,43.0
Hyundai,Creta SX 1.6 CRDi (O),14792.48475,2018,68000,Diesel,Manual,Kanpur,First,Individual,1582.0,FWD,5.0,55.0
Honda,City ZX CVT Petrol,25925.0,2022,8530,Petrol,Automatic,Pune,UnRegistered Car,Individual,1498.0,FWD,5.0,40.0
Hyundai,Tucson GLS 2WD AT Petrol,27297.48475,2018,46000,Petrol,Automatic,Delhi,First,Individual,1999.0,FWD,5.0,62.0
Tata,Tiago Revotron XTA [2017-2019],7396.23475,2018,35000,Petrol,Automatic,Patna,First,Individual,1199.0,FWD,5.0,35.0
Maruti Suzuki,Swift VXi [2014-2017],8845.0,2019,17881,Petrol,Manual,Ranchi,First,Individual,1197.0,FWD,5.0,42.0
Honda,City E [2013-2016],6862.5,2014,48409,Petrol,Manual,Ranchi,Second,Individual,1497.0,FWD,5.0,40.0
Maruti Suzuki,Alto 800 Vxi (Airbag),5413.75,2020,40000,Petrol,Manual,Deoghar,First,Individual,796.0,FWD,5.0,35.0
Audi,Q3 35 TDI Premium + Sunroof,36218.75,2017,61643,Diesel,Automatic,Dehradun,First,Individual,1968.0,AWD,5.0,64.0
Tata,Nexon XZ Plus Dark Edition,16012.5,2022,1500,Petrol,Manual,Kolkata,First,Individual,1199.0,FWD,5.0,44.0
Ford,Ecosport Ambiente 1.5L TDCi,6786.25,2014,38985,Diesel,Manual,Noida,First,Individual,1498.0,FWD,5.0,52.0
Honda,Jazz SV Petrol,7548.75,2015,52000,Petrol,Manual,Noida,First,Individual,1199.0,FWD,5.0,40.0
Hyundai,i10 Sportz 1.2 Kappa2,4193.75,2011,42000,Petrol,Manual,Pune,First,Individual,1197.0,FWD,5.0,35.0
Honda,Amaze 1.2 VX AT i-VTEC,7091.25,2014,29442,Petrol,Automatic,Mumbai,First,Individual,1198.0,FWD,5.0,35.0
Jeep,Compass Limited (O) 2.0 Diesel [2017-2020],16012.5,2017,71800,Diesel,Manual,Lucknow,First,Individual,1956.0,FWD,5.0,60.0
Hyundai,Grand i10 NIOS Sportz 1.2 Kappa VTVT CNG,10598.75,2020,18000,CNG,Manual,Ghaziabad,First,Individual,1197.0,FWD,5.0,60.0
Honda,City 1.5 S MT,4102.25,2009,85000,Petrol,Manual,Mohali,Second,Individual,1497.0,FWD,5.0,42.0
Hyundai,Xcent E Plus CRDi,6786.25,2018,65555,Diesel,Manual,Varanasi,Second,Individual,1186.0,FWD,5.0,43.0
BMW,X3 xDrive 20d Luxury Line [2018-2020],57950.0,2018,87000,Diesel,Automatic,Raipur,First,Individual,1995.0,AWD,5.0,67.0
Hyundai,Creta 1.6 SX Plus AT Petrol,15250.0,2018,42000,Petrol,Automatic,Kolkata,First,Individual,1591.0,FWD,5.0,60.0
MG,Astor Sharp EX 1.5 MT,23637.5,2022,600,Petrol,Manual,Kolkata,First,Individual,1498.0,FWD,5.0,48.0
Toyota,Etios Liva VD Dual Tone,7396.23475,2017,86006,Diesel,Manual,Gurgaon,First,Individual,1364.0,FWD,5.0,45.0
Honda,City SV Diesel,6481.25,2014,75000,Diesel,Manual,Kanpur,First,Individual,1498.0,FWD,5.0,40.0
Skoda,Superb L&K TSI AT,48723.75,2021,21651,Petrol,Automatic,Mumbai,First,Individual,1798.0,FWD,5.0,66.0
Hyundai,i20 Active 1.4 SX,11056.25,2016,84000,Diesel,Manual,Aurangabad,First,Individual,1396.0,FWD,5.0,45.0
Mercedes-Benz,M-Class ML 350 CDI,37362.5,2014,65000,Diesel,Automatic,Chandigarh,Second,Individual,2997.0,AWD,5.0,70.0
Maruti Suzuki,Ciaz Zeta 1.4 AT,11300.25,2017,31000,Petrol,Automatic,Mumbai,First,Individual,1373.0,FWD,5.0,43.0
Honda,City S Diesel,9836.25,2015,64000,Diesel,Manual,Raipur,First,Individual,1498.0,FWD,5.0,40.0
Honda,City SV Diesel,8387.5,2014,85000,Diesel,Manual,Jaipur,First,Individual,1498.0,FWD,5.0,40.0
Maruti Suzuki,Baleno Alpha 1.2 AT,9073.75,2017,35000,Petrol,Automatic,Mumbai,Third,Individual,1197.0,FWD,5.0,37.0
Volvo,V40 Cross Country D3,24323.75,2015,44000,Diesel,Automatic,Mumbai,First,Individual,1984.0,FWD,5.0,60.0
Maruti Suzuki,Celerio X Zxi AMT [2017-2019],7625.0,2017,32000,Petrol,Automatic,Chennai,Second,Individual,998.0,FWD,5.0,35.0
Maruti Suzuki,Wagon R LXI ABS,5261.25,2016,49857,Petrol,Manual,Faridabad,First,Individual,998.0,FWD,5.0,35.0
Maruti Suzuki,Wagon R VXI+,4559.75,2013,46000,Petrol,Manual,Varanasi,First,Individual,998.0,FWD,5.0,35.0
Maruti Suzuki,Wagon R LXi Minor,2440.0,2008,50000,Petrol,Manual,Varanasi,Second,Individual,1061.0,FWD,5.0,35.0
Maruti Suzuki,Baleno Delta 1.2 AT,8692.5,2017,36000,Petrol,Automatic,Zirakpur,First,Individual,1197.0,FWD,5.0,37.0
Renault,Kiger RXT Turbo CVT,12200.0,2021,13000,Petrol,Automatic,Dehradun,First,Individual,999.0,FWD,5.0,40.0
Hyundai,Eon 1.0 Kappa Magna + [2014-2016],4803.75,2013,45000,Petrol,Manual,Chennai,First,Individual,998.0,FWD,5.0,32.0
Kia,Seltos GTX Plus AT 1.5 Diesel [2019-2020],28593.75,2021,21000,Diesel,Automatic,Delhi,First,Individual,1493.0,FWD,5.0,50.0
Hyundai,Creta SX (O) 1.5 Petrol CVT [2020-2022],26672.23475,2022,2670,Petrol,Automatic,Kolkata,First,Individual,1497.0,FWD,5.0,50.0
Skoda,Rapid Ambition 1.6 TDI CR MT,9760.0,2016,124000,Diesel,Manual,Coimbatore,First,Individual,1598.0,FWD,5.0,55.0
Hyundai,Elite i20 Asta 1.2 (O) [2016],11879.75,2016,9889,Petrol,Manual,Bangalore,First,Individual,1197.0,FWD,5.0,45.0
Honda,City ZX CVT Petrol,22112.5,2021,13000,Petrol,Automatic,Delhi,First,Individual,1497.0,FWD,5.0,40.0
Tata,Nexon XZA Plus Petrol,13572.5,2018,35000,Petrol,Automatic,Chennai,First,Individual,1198.0,FWD,5.0,44.0
Maruti Suzuki,Baleno Zeta 1.2,9531.25,2017,51145,Petrol,Manual,Nagpur,First,Individual,1197.0,FWD,5.0,37.0
Skoda,Superb L&K TDI AT,38125.0,2017,82900,Diesel,Automatic,Coimbatore,First,Individual,1968.0,FWD,5.0,66.0
Maruti Suzuki,Alto 800 Lxi CNG,3797.25,2014,56843,CNG + CNG,Manual,Navi Mumbai,Second,Individual,796.0,FWD,5.0,35.0
Ford,Figo Duratec Petrol Titanium 1.2,4117.5,2015,64000,Petrol,Manual,Pune,First,Individual,1196.0,FWD,5.0,45.0
Maruti Suzuki,DZire VXi AMT,12581.25,2019,9644,Petrol,Automatic,Pune,First,Individual,1197.0,FWD,5.0,37.0
Maruti Suzuki,Celerio ZXi (O) AMT [2019-2020],6481.25,2017,41624,Petrol,Automatic,Pune,Second,Individual,998.0,FWD,5.0,35.0
Hyundai,Grand i10 Sportz U2 1.2 CRDi,7014.98475,2016,82844,Diesel,Manual,Hyderabad,First,Individual,1186.0,FWD,5.0,43.0
Renault,Duster RXL Petrol,12032.25,2017,60444,Petrol,Manual,Bangalore,First,Individual,1498.0,FWD,5.0,50.0
Hyundai,Creta 1.6 SX Plus AT Petrol,21350.0,2019,13000,Petrol,Automatic,Mumbai,First,Individual,1591.0,FWD,5.0,60.0
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],6862.5,2016,53300,Petrol,Manual,Pune,First,Individual,1197.0,FWD,5.0,43.0
Honda,City SV,12810.0,2019,34000,Petrol,Manual,Delhi,First,Individual,1497.0,FWD,5.0,40.0
Land Rover,Evoque HSE Dynamic,61000.0,2017,25500,Diesel,Automatic,Pune,Second,Individual,1999.0,AWD,5.0,57.0
Mercedes-Benz,CLA 200 D Urban Sport,42700.0,2018,20000,Diesel,Automatic,Mumbai,First,Individual,2143.0,FWD,5.0,56.0
Hyundai,Xcent SX 1.1 CRDi,8006.25,2018,78900,Diesel,Manual,Vadodara,First,Individual,1120.0,FWD,5.0,43.0
Ford,Ecosport Titanium 1.5L TDCi,9455.0,2017,92000,Diesel,Manual,Agra,First,Individual,1498.0,FWD,5.0,52.0
Mercedes-Benz,CLA 200 CDI Sport,30484.73475,2017,39328,Diesel,Automatic,Kolkata,First,Individual,2143.0,FWD,5.0,56.0
Maruti Suzuki,Swift VXi [2014-2017],8997.5,2019,26000,Petrol,Manual,Lucknow,First,Individual,1197.0,FWD,5.0,42.0
MINI,Countryman Cooper D,22707.25,2014,81000,Diesel,Automatic,Panvel,Second,Individual,1995.0,FWD,5.0,47.0
Maruti Suzuki,DZire ZDi Plus AMT,10446.25,2018,92000,Diesel,Automatic,Ludhiana,First,Individual,1248.0,FWD,5.0,37.0
Maruti Suzuki,Wagon R VXI,8311.25,2019,10340,Petrol,Manual,Delhi,First,Individual,998.0,FWD,5.0,35.0
Audi,Q3 2.0 TDI quattro Premium,20587.5,2015,47706,Diesel,Automatic,Ranchi,First,Individual,1968.0,AWD,5.0,64.0
Ford,Aspire Titanium1.5 TDCi,6862.5,2016,44613,Diesel,Manual,Ranchi,First,Individual,1498.0,FWD,5.0,40.0
Maruti Suzuki,Swift VXi [2014-2017],8387.5,2019,29000,Petrol,Manual,Kolkata,First,Individual,1197.0,FWD,5.0,42.0
Maruti Suzuki,Wagon R LXI CNG (O),6786.25,2015,67580,CNG,Manual,Pune,First,Individual,998.0,FWD,5.0,35.0
Hyundai,Verna 1.6 VTVT S,7548.75,2015,42000,Petrol,Manual,Kolkata,First,Individual,1591.0,FWD,5.0,43.0
Hyundai,Eon 1.0 Kappa Magna AirBag,5490.0,2015,16205,Petrol,Manual,Pune,First,Individual,998.0,FWD,5.0,32.0
Maruti Suzuki,Grand Vitara 2015 2.0 AT,5261.25,2007,92000,Petrol,Automatic,Mohali,Third,Individual,1995.0,AWD,5.0,66.0
Hyundai,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],8616.25,2016,29000,Petrol,Automatic,Mumbai,First,Individual,1197.0,FWD,5.0,43.0
Honda,City V Diesel,8006.25,2015,114635,Diesel,Manual,Kolkata,First,Individual,1498.0,FWD,5.0,40.0
BMW,X1 sDrive20d xLine,40412.5,2018,50000,Diesel,Automatic,Delhi,Second,Individual,1995.0,RWD,5.0,63.0
BMW,X1 sDrive20d xLine,57721.25,2019,29221,Diesel,Automatic,Bangalore,First,Individual,1995.0,RWD,5.0,63.0
Audi,A6 2.0 TDI Premium,17918.75,2012,77000,Diesel,Automatic,Mumbai,Second,Individual,1968.0,FWD,5.0,65.0
BMW,3-Series 320d Sport Line,22112.5,2013,70000,Diesel,Automatic,Mumbai,Second,Individual,1995.0,RWD,5.0,60.0
Honda,City VX CVT Petrol,21197.5,2022,32000,Petrol,Automatic,Delhi,First,Individual,1498.0,FWD,5.0,40.0
Volkswagen,Tiguan Highline TDI,45597.5,2020,17904,Diesel,Automatic,Mumbai,First,Individual,1968.0,AWD,5.0,71.0
Land Rover,Evoque Pure SD4,32787.5,2012,95000,Diesel,Automatic,Coimbatore,First,Individual,2179.0,AWD,5.0,57.0
Maruti Suzuki,Wagon R LXI CNG,6100.0,2016,67850,CNG,Manual,Mumbai,First,Individual,998.0,FWD,5.0,35.0
Maruti Suzuki,Swift VDi,9302.5,2017,105000,Diesel,Manual,Pune,First,Corporate,1248.0,FWD,5.0,42.0
Hyundai,Creta SX 1.6 AT Petrol,16393.75,2019,45000,Petrol,Automatic,Raipur,First,Individual,1591.0,FWD,5.0,55.0
Toyota,Corolla Altis G AT Petrol,20145.25,2018,38000,Petrol,Automatic,Mumbai,First,Corporate,1798.0,FWD,5.0,55.0
Maruti Suzuki,S-Cross Zeta 1.3,14487.5,2020,55055,Diesel,Manual,Ludhiana,First,Individual,1248.0,FWD,5.0,48.0
Maruti Suzuki,Baleno Zeta 1.2,12581.25,2021,22000,Petrol,Manual,Raipur,First,Individual,1197.0,FWD,5.0,37.0
Maruti Suzuki,Swift ZXi,7091.25,2014,25704,Petrol,Manual,Mumbai,First,Individual,1197.0,FWD,5.0,42.0
Maruti Suzuki,Swift DZire VDI,7243.75,2016,55353,Diesel,Manual,Kanpur,Second,Individual,1248.0,FWD,5.0,42.0
Audi,Q3 35 TDI Premium,27068.75,2015,80000,Diesel,Automatic,Chennai,First,Individual,1968.0,AWD,5.0,64.0
Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,12581.25,2018,62000,Petrol,Automatic,Faridabad,First,Corporate,1197.0,FWD,5.0,55.0
Tata,Tiago Revotron XT [2016-2019],5779.75,2018,29434,Petrol,Manual,Kolkata,Second,Individual,1047.0,FWD,5.0,35.0
Datsun,Go D,3660.0,2017,42000,Petrol,Manual,Lucknow,First,Individual,1198.0,FWD,5.0,35.0
Kia,Seltos HTK Plus 1.5 [2019-2020],23256.25,2021,14000,Petrol,Manual,Delhi,First,Individual,1497.0,FWD,5.0,50.0
BMW,3-Series 320d Sport Line,21350.0,2014,35000,Diesel,Automatic,Kolkata,First,Individual,1995.0,RWD,5.0,60.0
Mercedes-Benz,GLA 200 d Sport,37362.5,2018,61000,Diesel,Automatic,Mumbai,Second,Individual,2143.0,FWD,5.0,50.0
Mercedes-Benz,GLA 200 CDI Sport,27297.48475,2015,45000,Diesel,Automatic,Lucknow,First,Individual,2143.0,FWD,5.0,50.0
Hyundai,Elite i20 Sportz 1.2 MT,11818.75,2020,39000,Petrol,Manual,Mumbai,First,Individual,1197.0,FWD,5.0,37.0
Maruti Suzuki,Estilo VXi BS-IV,3507.48475,2012,52000,Petrol,Manual,Pune,First,Individual,998.0,FWD,5.0,35.0
Hyundai,Eon Era +,4575.0,2018,51000,Petrol,Manual,Kanpur,First,Individual,814.0,FWD,5.0,32.0
Maruti Suzuki,Alto VXi (O) [2014-2019],2440.0,2011,72000,Petrol,Manual,Kanpur,First,Individual,998.0,FWD,5.0,35.0
Audi,Q3 35 TDI Premium + Sunroof,25696.25,2016,80251,Diesel,Automatic,Delhi,Second,Individual,1968.0,AWD,5.0,64.0
Hyundai,i10 Sportz 1.2,4117.5,2010,86000,Petrol,Manual,Chennai,Second,Individual,1197.0,FWD,5.0,35.0
Maruti Suzuki,Alto 800 Lxi,3202.5,2014,42505,Petrol,Manual,Purnea,First,Individual,796.0,FWD,5.0,35.0
Hyundai,Elite i20 Asta 1.2,9531.25,2017,42000,Petrol,Manual,Patna,First,Individual,1197.0,FWD,5.0,45.0
Kia,Seltos GTX Plus AT 1.4 [2019-2020],22722.5,2019,57600,Petrol,Automatic,Chennai,First,Individual,1353.0,FWD,5.0,50.0
Hyundai,Tucson 2WD AT GLS Diesel,24400.0,2016,128000,Diesel,Automatic,Pune,Second,Corporate,1995.0,FWD,5.0,62.0
Toyota,Etios V,4041.25,2011,66000,Petrol,Manual,Delhi,First,Individual,1496.0,FWD,5.0,45.0
Volkswagen,Vento Comfortline Petrol,5490.0,2013,58000,Petrol,Manual,Chandigarh,First,Individual,1598.0,FWD,5.0,55.0
Maruti Suzuki,Ciaz Alpha 1.4 MT,12200.0,2017,82300,Petrol,Manual,Pune,First,Individual,1373.0,FWD,5.0,43.0
Maruti Suzuki,Vitara Brezza VDi,10827.5,2017,73000,Diesel,Manual,Lucknow,First,Individual,1248.0,FWD,5.0,48.0
Maruti Suzuki,S-Cross Alpha 1.6,10827.5,2018,72000,Diesel,Manual,Lucknow,First,Individual,1598.0,FWD,5.0,48.0
Volkswagen,Polo Highline1.0L (P),10980.0,2018,50197,Petrol,Manual,Pune,First,Individual,999.0,FWD,5.0,45.0
Honda,Amaze 1.2 S i-VTEC,6023.75,2014,44527,Petrol,Manual,Mumbai,First,Individual,1198.0,FWD,5.0,35.0
Audi,A4 35 TDI Technology,42684.75,2017,72400,Diesel,Automatic,Bangalore,First,Individual,1968.0,FWD,5.0,54.0
Ford,Ecosport Trend 1.5 Ti-VCT,6938.75,2014,50000,Petrol,Manual,Delhi,Second,Individual,1499.0,FWD,5.0,52.0
Honda,City VX (O) MT,10522.5,2014,37000,Petrol,Manual,Delhi,First,Individual,1497.0,FWD,5.0,40.0
Tata,Harrier XZA Plus Dark Edition,30423.75,2020,8000,Diesel,Automatic,Bhubaneswar,First,Individual,1956.0,FWD,5.0,50.0
BMW,5-Series 520d Luxury Line,26687.5,2014,69000,Diesel,Automatic,Jalandhar,Second,Individual,1995.0,RWD,5.0,65.0
BMW,X1 sDrive20d xLine,44225.0,2019,25000,Diesel,Automatic,Delhi,First,Individual,1995.0,RWD,5.0,63.0
Honda,City 1.5 S MT,6862.5,2013,61000,Petrol,Manual,Delhi,First,Individual,1497.0,FWD,5.0,42.0
BMW,5-Series 520d Luxury Line [2017-2019],32772.25,2015,69000,Diesel,Automatic,Delhi,First,Individual,1995.0,RWD,5.0,65.0
Tata,Nexon XT Diesel [2017-2019],13115.0,2018,82200,Diesel,Manual,Pune,First,Individual,1497.0,FWD,5.0,44.0
Honda,City V,13343.75,2018,28000,Petrol,Manual,Delhi,First,Individual,1497.0,FWD,5.0,40.0
Maruti Suzuki,Swift DZire VXi,3507.48475,2010,72000,Petrol,Manual,Kanpur,First,Individual,1298.0,FWD,5.0,43.0
Audi,Q3 2.0 TDI quattro Premium Plus,23073.25,2015,79000,Diesel,Automatic,Ahmedabad,Second,Individual,1968.0,AWD,5.0,64.0
Maruti Suzuki,Alto VXi,3568.5,2013,72600,Petrol,Manual,Panchkula,First,Individual,998.0,FWD,5.0,35.0
Datsun,Redigo S 1.0 AMT [2018-2019],4880.0,2018,42313,Petrol,Automatic,Bangalore,Second,Individual,999.0,FWD,5.0,28.0
Maruti Suzuki,Vitara Brezza ZDi Plus,15631.25,2019,90000,Diesel,Manual,Hyderabad,First,Individual,1248.0,FWD,5.0,48.0
Maruti Suzuki,DZire VDi,9607.5,2017,36000,Diesel,Manual,Patna,First,Individual,1248.0,FWD,5.0,37.0
Hyundai,Venue SX Plus 1.0 Turbo DCT,16622.5,2020,26200,Petrol,Automatic,Delhi,First,Individual,998.0,FWD,5.0,45.0
Maruti Suzuki,Swift LXi Special Edition,10675.0,2019,11000,Petrol,Manual,Chennai,Second,Individual,1197.0,FWD,5.0,37.0
Maruti Suzuki,Swift VXi,10080.25,2021,14366,Petrol,Manual,Ahmedabad,First,Individual,1197.0,FWD,5.0,37.0
Audi,Q3 35 TDI Premium + Sunroof,28212.5,2015,71700,Diesel,Automatic,Navi Mumbai,Second,Individual,1968.0,AWD,5.0,64.0
Hyundai,Elite i20 Asta 1.4 CRDI [2016-2017],8158.75,2016,58339,Diesel,Manual,Panchkula,First,Individual,1396.0,FWD,5.0,45.0
Maruti Suzuki,DZire VDi AMT,11742.5,2019,72040,Diesel,Automatic,Pune,First,Individual,1248.0,FWD,5.0,37.0
BMW,3-Series 330i M Sport Edition,55662.5,2019,6000,Petrol,Automatic,Delhi,First,Individual,1998.0,RWD,5.0,57.0
